,index,Unnamed: 0,Preliminary Risk Category,Neighborhood,Address,Year Built,No. Stories,Retrofit Level,Building Use,Estimated Number of Occupants,Confirmation Source,lattitude,longitude
558,559,559,High Risk,Fauntleroy/Seaview,6459 California Ave SW,1928,1,No visible retrofit,Public Assembly,101+,Field Visit,47.5450917,-122.38759640000002
559,560,560,Medium Risk,Fauntleroy/Seaview,6501 California Ave SW,1920,1,No visible retrofit,Commercial,11-100,Permit Drawing Review,47.5446769,-122.387478
560,561,561,Medium Risk,Fauntleroy/Seaview,7101 California Ave SW,1926,1,No visible retrofit,Residential,11-100,Google Street View,47.539728100000005,-122.387502
561,562,562,Medium Risk,Fauntleroy/Seaview,7124 47th Ave SW,1907,3,No visible retrofit,Office,11-100,Photos from Previous Surveys,47.5389252,-122.392973
562,563,563,Critical Risk,Fauntleroy/Seaview,4320 SW Myrtle St,1910,3,Permitted Retrofit,Schools,101+,Permit Drawing Review,47.540259999999996,-122.3891261
563,564,564,Critical Risk,Fauntleroy/Seaview,9131 California Ave SW,1917,1,Permitted Retrofit,Schools,11-100,Permit Drawing Review,47.521871999999995,-122.387914
564,565,565,Medium Risk,Fauntleroy/Seaview,9251 45th Ave SW,1926,1,No visible retrofit,Commercial,11-100,Google Street View,47.5207186,-122.3904327
565,566,566,Medium Risk,First Hill,1000 Madison St,1930,2,No visible retrofit,Commercial,11-100,Field Visit,37.348208899999996,-121.9495997
566,567,567,Medium Risk,First Hill,1005 Terry Ave,1908,7,No visible retrofit,Residential,101+,Google Street View,43.4885971,-112.0050973
567,568,568,Medium Risk,First Hill,1006 Spring St,1928,10,No visible retrofit,Residential,101+,Field Visit,47.6098027,-122.32666329999999
568,569,569,Medium Risk,First Hill,1016 Madison St,1929,1,No visible retrofit,Commercial,101+,Field Visit,35.7705642,-119.24018259999998
569,570,570,Medium Risk,First Hill,1017 Boren Ave,1925,5,No visible retrofit,Residential,101+,Google Street View,47.6097749,-122.32595230000001
570,571,571,Medium Risk,First Hill,1018 9th Ave,1923,5,No visible retrofit,Residential,101+,Google Street View,33.884508700000005,-118.3975628
571,572,572,Medium Risk,First Hill,1019 Terry Ave,1924,6,Permitted Retrofit,Residential,101+,Google Street View,47.60932879999999,-122.3270876
572,573,573,Medium Risk,First Hill,1020 Seneca St,1925,6,No visible retrofit,Residential,101+,Google Street View,47.6107253,-122.32701189999999
573,574,574,Medium Risk,First Hill,104 12th Ave,1926,2,Permitted Retrofit,Commercial,11-100,Google Street View,40.7423471,-74.19201159999999
574,575,575,Medium Risk,First Hill,105 14th Ave,1910,3,Permitted Retrofit,Office,101+,Google Street View,33.1099489,-117.0728575
575,576,576,High Risk,First Hill,1100 Pike St,1908,3,Substantial Alteration,Public Assembly,101+,Google Street View,38.7817434,-90.4972005
576,577,577,High Risk,First Hill,1119 8th Ave,1916,3,Substantial Alteration,Public Assembly,101+,Permit Drawing Review,37.931400599999996,-121.26975060000001
577,578,578,Medium Risk,First Hill,1203 James St,1925,3,No visible retrofit,Residential,11-100,Permit Drawing Review,47.6068627,-122.3210656
578,579,579,Medium Risk,First Hill,1210 9th Ave,1945,3,No visible retrofit,Office,101+,Sandborn Insurance Maps,37.7698083,-122.27037340000001
579,580,580,Medium Risk,First Hill,1218 Terry Ave,1925,5,No visible retrofit,Office,101+,Google Street View,47.611025299999994,-122.3276899
580,581,581,Medium Risk,First Hill,124 13th Ave,1918,4,Substantial Alteration,Residential,11-100,Google Street View,37.5567731,-122.3150699
581,582,582,Medium Risk,First Hill,1317 Boren Ave,1925,5,No visible retrofit,Residential,11-100,Permit Drawing Review,47.6120545,-122.3277506
582,583,583,Medium Risk,First Hill,1400 Boren Ave,1925,4,No visible retrofit,Residential,101+,Field Visit,47.6128097,-122.3277334
583,584,584,Medium Risk,First Hill,1420 Boren Ave,1925,4,No visible retrofit,Residential,11-100,Photos from Previous Surveys,47.6131795,-122.32821820000001
584,585,585,Medium Risk,First Hill,1431 Minor Ave,1909,7,Permitted Retrofit,Residential,101+,Google Street View,47.6135935,-122.327754
585,586,586,Medium Risk,First Hill,151 11th Ave,1901,4,No visible retrofit,Residential,101+,Google Street View,32.9547594,-117.26540929999999
586,587,587,Medium Risk,First Hill,1512 5th Ave,1904,4,No visible retrofit,Commercial,11-100,Permit Drawing Review,37.97502479999999,-122.5339635
587,588,588,Medium Risk,First Hill,1520 5th Ave,1900,3,No visible retrofit,Commercial/Office,11-100,Permit Drawing Review,34.122529,-118.019821
588,589,589,High Risk,First Hill,160 Broadway,1922,2,No visible retrofit,Public Assembly,101+,Field Visit,37.9331684,-122.34515959999999
589,590,590,Medium Risk,First Hill,420 Terry Ave,1925,4,Permitted Retrofit,Residential,11-100,Google Street View-Rosettes,37.776026,-122.3877395
590,591,591,Medium Risk,First Hill,423 Terry Ave,1911,5,Substantial Alteration,Residential,11-100,Google Street View,47.60497279999999,-122.32325990000001
591,592,592,Medium Risk,First Hill,452 12th Ave,1923,2,No visible retrofit,Commercial/Residential,11-100,Google Street View,37.7797125,-122.47051840000002
592,593,593,Medium Risk,First Hill,510 Broadway,1908,3,No visible retrofit,Commercial/Residential,11-100,Google Street View,37.014222700000005,-121.5792534
593,594,594,Medium Risk,First Hill,517 9th Ave,1930,4,No visible retrofit,Residential,11-100,Google Street View,37.5629539,-122.3162193
594,596,596,High Risk,First Hill,613 9th Ave,1886,2,No visible retrofit,Public Assembly,101+,Field Visit,36.778261,-119.4179324
595,597,597,High Risk,First Hill,615 8th Ave,1929,1,No visible retrofit,Public Assembly,101+,Sandborn Insurance Maps,37.776785100000005,-122.4662952
596,598,598,Medium Risk,First Hill,703 Columbia St,1906,3,Visible retrofit,Office,11-100,Google Street View,36.95829620000001,-122.03396740000001
597,599,599,High Risk,First Hill,803 Terry Ave,1912,4,Visible retrofit,Public Assembly,101+,Field Visit,47.6113394,-122.32850400000001
598,600,600,Medium Risk,First Hill,804 9th Ave,1910,3,No visible retrofit,Residential,11-100,Permit Drawing Review,38.5488726,-121.5093211
599,601,601,High Risk,First Hill,805 Marion St,1920,4,No visible retrofit,Residential,11-100,Google Street View,37.7404875,-88.93347759999999
600,602,602,High Risk,First Hill,808 9th Ave,1904,1,Permitted Retrofit,Public Assembly,101+,Permit Drawing Review,38.548814799999995,-121.5091426
601,603,603,High Risk,First Hill,821 9th Ave,1929,5,No visible retrofit,Residential,11-100,Google Street View,38.5529909,-121.7411635
602,604,604,Medium Risk,First Hill,823 Madison St,1902,4,No visible retrofit,Commercial/Residential,101+,Permit Drawing Review,37.891280200000004,-122.3009409
603,605,605,Medium Risk,First Hill,900 12th Ave,1923,2,No visible retrofit,Commercial/Office,11-100,Google Street View,38.580619,-121.4905341
604,606,606,Medium Risk,First Hill,901 6th Ave,1907,7,Permitted Retrofit,Residential,11-100,Field Visit,34.025056899999996,-117.9901071
605,607,607,Medium Risk,First Hill,901 Madison St,1908,1,No visible retrofit,Commercial,11-100,Google Street View,38.245689,-122.6337936
606,608,608,Medium Risk,First Hill,903 9th Ave,1906,4,No visible retrofit,Residential,11-100,Google Street View,47.6077793,-122.327123
607,609,609,Medium Risk,First Hill,912 12th Ave,1930,1,Substantial Alteration,Commercial,11-100,Google Street View,47.6108881,-122.31637490000001
608,610,610,Critical Risk,First Hill,916 Broadway,1894,4,Permitted Retrofit,Schools,101+,Field Visit,40.7980092,-124.17568529999998
609,611,611,Medium Risk,Fremont,1604 N 34th St,1926,1,No visible retrofit,Commercial,11-100,Google Street View,47.648215,-122.33837199999999
610,612,612,Medium Risk,Fremont,3400 Phinney Ave N,1905,1,Permitted Retrofit,Commercial,101+,Google Street View,47.6509749,-122.35408319999999
611,613,613,Medium Risk,Fremont,3414 Fremont Ave N,1909,2,No visible retrofit,Commercial/Residential,11-100,Google Street View,47.6500795,-122.34958780000001
612,614,614,Medium Risk,Fremont,3515 Fremont Ave N,1911,2,No visible retrofit,Commercial/Residential,11-100,Google Street View,47.651204799999995,-122.3501105
613,615,615,Medium Risk,Fremont,3600 Wallingford Ave N,1928,1,Visible retrofit,Office,11-100,Google Street View,47.6506763,-122.3360716
614,616,616,Medium Risk,Fremont,3640 Wallingford Ave N,1920,2,No visible retrofit,Commercial/Residential,11-100,Google Street View,47.6517134,-122.33608059999999
615,617,617,Critical Risk,Fremont,3921 Linden Ave N,1892,3,Permitted Retrofit,Schools,101+,Google Street View,33.82982379999999,-118.186798
616,618,618,Medium Risk,Fremont,4252 Fremont Ave N,1909,2,Permitted Retrofit,Commercial/Residential,11-100,Field Visit,47.6588085,-122.34983020000001
617,619,619,Medium Risk,Fremont,4316 Fremont Ave N,1923,1,No visible retrofit,Commercial,10-Jan,Field Visit,47.659896999999994,-122.34961090000002
618,620,620,Medium Risk,Fremont,731 N 35th St,1911,1,Permitted Retrofit,Government,11-100,Sandborn Insurance Maps,47.65006210000001,-122.3484226
619,621,621,Medium Risk,Fremont,615 N 35th St,1907,2,No visible retrofit,Commercial,101+,Photos from Previous Surveys,47.6504404,-122.35056370000001
620,622,622,High Risk,Fremont,619 N 36th St,1909,3,Permitted Retrofit,Public Assembly,101+,Photos from Previous Surveys,36.778261,-119.4179324
621,623,623,High Risk,Fremont,708 N 35th St,1907,4,Visible retrofit,Residential,11-100,Google Street View,47.6506458,-122.34928390000002
622,624,624,Medium Risk,Georgetown,1205 S Vale St,1914,2,No visible retrofit,Commercial/Residential,101+,Sandborn Insurance Maps,47.548989500000005,-122.3170821
623,625,625,Medium Risk,Georgetown,1210 S Bailey St,1928,1,No visible retrofit,Commercial,11-100,Google Street View,47.547985700000005,-122.31695570000001
624,626,626,Medium Risk,Georgetown,1223 S Bailey St,1928,1,No visible retrofit,Commercial,11-100,Google Street View,39.934208700000006,-75.1882986
625,627,627,Medium Risk,Georgetown,421 S River St,1941,2,No visible retrofit,Industrial,11-100,Google Street View,34.0168442,-117.8190305
626,628,628,Medium Risk,Georgetown,5245 East Marginal Way S,1919,1,No visible retrofit,Industrial,11-100,Permit Drawing Review,47.5541422,-122.33832029999999
627,629,629,Medium Risk,Georgetown,5421 1st Ave S,1941,1,No visible retrofit,Industrial,10-Jan,Permit Drawing Review,47.5536573,-122.3347206
628,630,630,Medium Risk,Georgetown,5501 Airport Way S,1906,2,No visible retrofit,Office,11-100,Google Street View,37.8886236,-121.2508297
629,631,631,Medium Risk,Georgetown,5531 Airport Way S,1928,1,No visible retrofit,Industrial,10-Jan,Field Visit,37.8881766,-121.25065009999999
630,632,632,Medium Risk,Georgetown,5605 Corson Ave S,1906,2,No visible retrofit,Commercial/Residential,11-100,Photos from Previous Surveys,47.5521645,-122.3201622
631,633,633,Medium Risk,Georgetown,5625 Airport Way S,1924,1,Substantial Alteration,Commercial,101+,Google Street View,37.8867685,-121.25009309999999
632,634,634,High Risk,Georgetown,5800 4th Ave S,1938,1,Substantial Alteration,Public Assembly,101+,Permit Drawing Review,47.550842700000004,-122.329149
633,635,635,Medium Risk,Georgetown,5813 Airport Way S,1905,2,No visible retrofit,Commercial,101+,Google Street View,37.8069336,-121.2528804
634,636,636,Medium Risk,Georgetown,6107 13th Ave S,1940,1,No visible retrofit,Industrial,11-100,Google Street View,47.5483677,-122.3162324
635,637,637,Medium Risk,Georgetown,6111 13th Ave S,1929,1,No visible retrofit,Commercial,101+,Google Street View,36.778261,-119.4179324
636,638,638,Medium Risk,Georgetown,6124 12th Ave S,1922,1,No visible retrofit,Commercial/Residential,11-100,Google Street View,47.547941200000004,-122.3171584
637,639,639,Medium Risk,Georgetown,6200 13th Ave S,1909,2,Visible retrofit,Commercial,11-100,White Card Permit Records,47.54767639999999,-122.315954
638,640,640,Medium Risk,Georgetown,6285 Airport Way S,1905,3,No visible retrofit,Residential,11-100,Google Street View,37.8071273,-121.2528883
639,641,641,Medium Risk,Green Lake,5201 Green Lake Way N,0,1,No visible retrofit,Government,10-Jan,Field Visit,36.778261,-119.4179324
640,642,642,High Risk,Green Lake,2253 N 56th St,1928,1,No visible retrofit,Public Assembly,101+,Google Street View,27.974822800000002,-82.39357690000001
641,643,643,High Risk,Green Lake,7312 West Green Lake Dr N,1927,1,No visible retrofit,Public Assembly,101+,Google Street View,47.68212020000001,-122.3398513
642,644,644,Medium Risk,Green Lake,8061 Densmore Ave N,1929,1,Permitted Retrofit,Government,11-100,Google Street View,34.2216787,-118.478701
643,645,645,Medium Risk,Green Lake,307 NE Maple Leaf Pl,1922,2,No visible retrofit,Commercial,101+,Google Street View,47.6807085,-122.325704
644,646,646,Medium Risk,Green Lake,316 NE 72nd St,1930,2,No visible retrofit,Commercial/Residential,11-100,Permit Drawing Review,25.8415256,-80.1907298
645,647,647,Medium Risk,Green Lake,410 NE 72nd St,1923,1,No visible retrofit,Commercial,10-Jan,Field Visit,47.680694,-122.3242535
646,648,648,High Risk,Green Lake,7364 East Green Lake Dr N,1910,2,Permitted Retrofit,Public Assembly,101+,Permit Drawing Review,47.6814942,-122.32665870000001
647,649,649,Medium Risk,Green Lake,6315 Roosevelt Way NE,1940,1,No visible retrofit,Commercial,11-100,Field Visit,47.674608,-122.3176459
648,650,650,Medium Risk,Green Lake,6403 Roosevelt Way NE,1929,1,No visible retrofit,Commercial,11-100,Google Street View,47.675108,-122.3174909
649,651,651,Medium Risk,Green Lake,6423 Latona Ave NE,1907,2,No visible retrofit,Commercial,11-100,Google Street View,47.6757956,-122.32557990000001
650,652,652,Medium Risk,Green Lake,7200 East Green Lake Dr N,1927,1,No visible retrofit,Commercial,11-100,Google Street View,47.680474,-122.32569540000001
651,653,653,Medium Risk,Green Lake,7200 Woodlawn Ave NE,1912,2,No visible retrofit,Commercial/Residential,11-100,Google Street View,47.6806206,-122.3246122
652,654,654,Medium Risk,Green Lake,7203 Woodlawn Ave NE,1921,1,No visible retrofit,Commercial,11-100,White Card Permit Records,47.680651,-122.3249987
653,655,655,High Risk,Green Lake,7220 Woodlawn Ave NE,1921,2,Permitted Retrofit,Public Assembly,101+,Google Street View,47.6810985,-122.32480159999999
654,656,656,Medium Risk,Green Lake,7301 Roosevelt Way NE,1931,1,No visible retrofit,Commercial,11-100,Google Street View,47.6817762,-122.31782700000001
655,657,657,High Risk,Green Lake,7400 Woodlawn Ave NE,1918,2,No visible retrofit,Public Assembly,101+,Google Street View,47.6825251,-122.32666880000001
656,658,658,Medium Risk,Green Lake,7706 Aurora Ave N,1930,1,No visible retrofit,Commercial,11-100,Google Street View,47.6850399,-122.34412959999999
657,659,659,Medium Risk,Green Lake,7918 Aurora Ave N,1929,1,No visible retrofit,Commercial,11-100,Permit Drawing Review,47.686640399999995,-122.3440851
658,660,660,Critical Risk,Green Lake,520 NE Ravenna Blvd,1927,3,Permitted Retrofit,Schools,101+,Permit Drawing Review,47.6772223,-122.32234209999999
659,661,661,Critical Risk,Green Lake,7901 Stone Ave N,1913,2,No visible retrofit,Schools,101+,Google Street View,47.6863095,-122.34286940000001
660,662,662,Critical Risk,Greenwood/Phinney Ridge,120 N 79th St,1922,3,Permitted Retrofit,Schools,101+,Permit Drawing Review,47.6864164,-122.3570951
661,663,663,High Risk,Greenwood/Phinney Ridge,121 N 80th St,1931,1,Permitted Retrofit,Public Assembly,101+,Permit Drawing Review,47.686761600000004,-122.35700459999998
662,664,664,Critical Risk,Greenwood/Phinney Ridge,144 NW 80th St,1908,3,Permitted Retrofit,Schools,101+,Photos from Previous Surveys,47.68735,-122.35983610000001
663,665,665,Medium Risk,Greenwood/Phinney Ridge,213 N 85th St,1919,3,No visible retrofit,Commercial/Residential,11-100,Photos from Previous Surveys,47.6904074,-122.35593829999999
664,666,666,Medium Risk,Greenwood/Phinney Ridge,517 NW 65th St,1922,1,No visible retrofit,Commercial,10-Jan,Google Street View,47.6758881,-122.36371299999999
665,667,667,Medium Risk,Greenwood/Phinney Ridge,5705 Phinney Ave N,1930,3,No visible retrofit,Residential,11-100,Google Street View,47.6706964,-122.35474350000001
666,668,668,Medium Risk,Greenwood/Phinney Ridge,6001 Phinney Ave N,1920,1,No visible retrofit,Office,11-100,Google Street View,47.6726167,-122.354656
667,669,669,High Risk,Greenwood/Phinney Ridge,6615 Dayton Ave N,1917,3,Permitted Retrofit,Public Assembly,101+,Google Street View,47.6773216,-122.35286770000002
668,670,670,Medium Risk,Greenwood/Phinney Ridge,7219 Greenwood Ave N,1926,2,Substantial Alteration,Commercial,11-100,Permit Drawing Review,47.68142879999999,-122.355488
669,671,671,Medium Risk,Greenwood/Phinney Ridge,7223 Aurora Ave N,1926,1,No visible retrofit,Commercial,10-Jan,Google Street View,47.6816138,-122.3446674
670,672,672,Medium Risk,Greenwood/Phinney Ridge,7401 Aurora Ave N,1927,2,No visible retrofit,Commercial/Office,11-100,Field Visit,47.682773,-122.344879
671,673,673,Medium Risk,Greenwood/Phinney Ridge,7411 Aurora Ave N,1923,1,No visible retrofit,Commercial,11-100,Google Street View,47.683168,-122.34484099999999
672,674,674,Medium Risk,Greenwood/Phinney Ridge,7413 Greenwood Ave N,1925,1,No visible retrofit,Commercial,101+,Sandborn Insurance Maps,47.6829821,-122.35563049999999
673,675,675,Medium Risk,Greenwood/Phinney Ridge,7503 Aurora Ave N,1929,2,No visible retrofit,Commercial/Residential,11-100,Google Street View,47.6834114,-122.3448071
674,676,676,Medium Risk,Greenwood/Phinney Ridge,7601 Greenwood Ave N,1928,1,No visible retrofit,Commercial/Office,11-100,Google Street View,47.68423920000001,-122.3555653
675,677,677,Medium Risk,Greenwood/Phinney Ridge,7613 Greenwood Ave N,1928,1,No visible retrofit,Commercial,10-Jan,Photos from Previous Surveys,47.684288,-122.35569369999999
676,678,678,Medium Risk,Greenwood/Phinney Ridge,7619 6th Ave NW,1927,1,No visible retrofit,Office,10-Jan,Sandborn Insurance Maps,47.6845143,-122.36350690000002
677,679,679,Medium Risk,Greenwood/Phinney Ridge,7700 6th Ave NW,1928,1,No visible retrofit,Commercial,11-100,Google Street View,36.778261,-119.4179324
678,680,680,High Risk,Greenwood/Phinney Ridge,7800 Greenwood Ave N,1922,2,No visible retrofit,Public Assembly,101+,Field Visit,35.119225,-117.98935300000001
679,681,681,Medium Risk,Greenwood/Phinney Ridge,7900 1st Ave NW,1931,2,Substantial Alteration,Residential,11-100,History Link,47.68699779999999,-122.35779070000001
680,682,682,Medium Risk,Greenwood/Phinney Ridge,8408 Greenwood Ave N,1927,1,No visible retrofit,Commercial,11-100,Sandborn Insurance Maps,47.6901821,-122.355006
681,683,683,Medium Risk,Greenwood/Phinney Ridge,8410 Greenwood Ave N,1927,1,No visible retrofit,Commercial,11-100,Permit Drawing Review,36.778261,-119.4179324
682,684,684,Medium Risk,Greenwood/Phinney Ridge,8417 Greenwood Ave N,1945,1,No visible retrofit,Commercial,11-100,Field Visit,47.690379,-122.35558619999999
683,685,685,Medium Risk,Greenwood/Phinney Ridge,8500 Greenwood Ave N,1928,2,No visible retrofit,Commercial/Office,11-100,Field Visit,35.119665000000005,-117.97681659999999
684,686,686,Medium Risk,Greenwood/Phinney Ridge,8516 Greenwood Ave N,1925,1,No visible retrofit,Commercial,101+,Field Visit,35.1198304,-117.97631329999999
685,687,687,Medium Risk,Greenwood/Phinney Ridge,8537 Greenwood Ave N,1926,2,No visible retrofit,Commercial/Residential,11-100,Google Street View,47.691605100000004,-122.3557973
686,688,688,Medium Risk,Greenwood/Phinney Ridge,8550 Greenwood Ave N,1928,1,No visible retrofit,Commercial,11-100,Field Visit,47.691393,-122.355056
687,689,689,Medium Risk,Greenwood/Phinney Ridge,8558 Greenwood Ave N,1928,1,No visible retrofit,Commercial,101+,Field Visit,47.6916615,-122.35505959999999
688,690,690,High Risk,Greenwood/Phinney Ridge,8580 Greenwood Ave N,1928,1,No visible retrofit,Public Assembly,101+,Field Visit,47.6922994,-122.35503840000001
689,691,691,Medium Risk,Highland Park,1100 SW Cloverdale St,1938,1,No visible retrofit,Government,10-Jan,Permit Drawing Review,47.5274782,-122.3487433
690,692,692,Medium Risk,Interbay,1038 Elliott Ave W,1925,2,No visible retrofit,Industrial,10-Jan,Field Visit,47.6283955,-122.3703634
691,693,693,Medium Risk,Interbay,1461 Elliott Ave W,1937,2,Permitted Retrofit,Commercial,11-100,Google Street View,47.6316107,-122.37539479999998
692,694,694,Medium Risk,Interbay,3202 15th Ave W,1921,1,No visible retrofit,Commercial,11-100,Permit Drawing Review,47.6487304,-122.37596509999999
693,695,695,Medium Risk,Interbay,3208 15th Ave W,1926,1,No visible retrofit,Commercial,10-Jan,Permit Drawing Review,47.6488753,-122.3758812
694,696,696,Medium Risk,Interbay,904 Elliott Ave W,1931,2,No visible retrofit,Commercial,11-100,Permit Drawing Review,47.6271387,-122.3686615
695,697,697,High Risk,Judkins Park,104 17th Ave S,1913,3,Permitted Retrofit,Public Assembly,101+,Google Street View,43.6598614,-116.67809629999999
696,698,698,Medium Risk,Judkins Park,109 18th Ave S,1911,1,No visible retrofit,Commercial,10-Jan,Google Street View,27.752822499999997,-82.63421729999999
697,699,699,Critical Risk,Judkins Park,1902 S Main St,1920,1,Visible retrofit,Schools,11-100,Google Street View,33.8605721,-117.5691662
698,700,700,Medium Risk,Judkins Park,1300 S Dearborn St,1932,1,Visible retrofit,Commercial,11-100,Google Street View,47.5961506,-122.31553419999999
699,701,701,Medium Risk,Judkins Park,1419 S Jackson St,1925,2,Permitted Retrofit,Commercial/Residential,11-100,Google Street View,47.5992237,-122.3115777
700,702,702,High Risk,Judkins Park,1427 S Main St,1947,1,No visible retrofit,Public Assembly,101+,Google Street View,33.728840600000005,-117.8675436
701,703,703,Medium Risk,Judkins Park,1432 S Jackson St,1925,1,No visible retrofit,Industrial,10-Jan,Google Street View,36.778261,-119.4179324
702,704,704,Medium Risk,Judkins Park,1713 E Yesler Way,1912,1,No visible retrofit,Commercial,11-100,Google Street View,47.601546899999995,-122.3095565
703,705,705,Medium Risk,Judkins Park,1723 S Jackson St,1924,1,No visible retrofit,Office,11-100,Google Street View,47.5992237,-122.3115777
704,706,706,Medium Risk,Judkins Park,2000 S Jackson St,1914,1,No visible retrofit,Commercial,11-100,Google Street View,47.599481,-122.306053
705,707,707,High Risk,Judkins Park,604 20th Ave S,1911,1,No visible retrofit,Public Assembly,101+,Permit Drawing Review,36.778261,-119.4179324
706,708,708,Critical Risk,Judkins Park,620 20th Ave S,1922,2,Permitted Retrofit,Schools,101+,Permit Drawing Review,37.7761165,-122.4789492
707,709,709,Medium Risk,Judkins Park,624 Rainier Ave S,1923,2,No visible retrofit,Commercial/Office,11-100,Google Street View,47.596987799999994,-122.31205600000001
708,710,710,Medium Risk,Laurelhurst/Sand Point,6305 NE 74th St,1936,2,No visible retrofit,Government,10-Jan,Previous Seismic Reports,47.682283,-122.2836923
709,711,711,Medium Risk,Laurelhurst/Sand Point,6327 NE 74th St,1939,1,No visible retrofit,Government,10-Jan,Previous Seismic Reports,47.682283,-122.2836923
710,712,712,Medium Risk,Laurelhurst/Sand Point,7101 62nd Ave NE,1929,3,Substantial Alteration,Residential,101+,Department of Neighborhoods,47.6805765,-122.26289799999999
711,713,713,Medium Risk,Laurelhurst/Sand Point,7727 63rd Ave NE,1929,2,No visible retrofit,Government,11-100,Department of Neighborhoods,47.685516299999996,-122.2630747
712,714,714,Medium Risk,Laurelhurst/Sand Point,7737 62nd Ave NE,1930,1,No visible retrofit,Government,10-Jan,Department of Neighborhoods,47.721736,-122.2574673
713,715,715,Medium Risk,Laurelhurst/Sand Point,7777 62nd Ave NE,1938,1,Substantial Alteration,Commercial,11-100,Previous Seismic Reports,47.688083899999995,-122.26493
714,716,716,Critical Risk,Laurelhurst/Sand Point,6200 NE 74th St,1937,3,Permitted Retrofit,Schools,101+,Permit Drawing Review,47.682534999999994,-122.26303390000001
715,717,717,Medium Risk,Laurelhurst/Sand Point,6222 NE 74th St,1937,3,Substantial Alteration,Office,101+,Permit Drawing Review,47.682373,-122.26221899999999
716,718,718,Medium Risk,Laurelhurst/Sand Point,7561 63rd Ave NE,1929,2,Visible retrofit,Government,11-100,Department of Neighborhoods,33.5470506,-112.1944368
717,719,719,Critical Risk,Laurelhurst/Sand Point,4530 46th Ave NE,1950,2,Permitted Retrofit,Schools,101+,Permit Drawing Review,47.6622329,-122.27787930000001
718,720,720,Medium Risk,Licton Springs,10325 Aurora Ave N,1931,1,No visible retrofit,Commercial,11-100,Google Street View,47.7041088,-122.34495929999999
719,721,721,Medium Risk,Licton Springs,10326 Aurora Ave N,1928,1,No visible retrofit,Commercial,101+,Google Street View,47.704086100000005,-122.3443169
720,722,722,Medium Risk,Licton Springs,10333 Aurora Ave N,1926,1,Visible retrofit,Commercial,101+,Google Street View,47.7041903,-122.3450071
721,723,723,Medium Risk,Licton Springs,9710 Aurora Ave N,1948,1,Visible retrofit,Commercial,11-100,Google Street View-Rosettes,47.6999527,-122.34429909999999
722,724,724,High Risk,Madison Park,1642 43rd Ave E,1910,2,No visible retrofit,Public Assembly,101+,Google Street View,36.778261,-119.4179324
723,725,725,Critical Risk,Madison Park,408 Lake Washington Blvd E,1915,3,No visible retrofit,Schools,101+,Google Street View,47.6231061,-122.285513
724,726,726,Medium Risk,Madison Park,4130 E Madison St,1928,1,Visible retrofit,Commercial/Office,11-100,Field Visit,47.6355614,-122.2787496
725,727,727,Medium Risk,Madison Park,4218 E Madison St,1919,1,No visible retrofit,Public Assembly,11-100,Field Visit,47.6362651,-122.27784150000001
726,728,728,Medium Risk,Madison Park,4230 E Madison St,1919,1,No visible retrofit,Commercial,11-100,Field Visit,36.7493617,-119.753819
727,729,729,Critical Risk,Madison Park,1617 38th Ave E,1913,3,Permitted Retrofit,Schools,101+,Field Visit,32.6893451,-117.1124804
728,730,730,Medium Risk,Madrona/Leschi,1408 34th Ave,1924,1,No visible retrofit,Commercial,11-100,Field Visit,37.760774100000006,-122.4928172
729,731,731,Medium Risk,Madrona/Leschi,800 Lake Washington Blvd,1922,1,Visible retrofit,Public Assembly,11-100,Photos from Previous Surveys,38.550833600000004,-121.5300706
730,732,732,Medium Risk,Madrona/Leschi,2513 S Jackson St,1924,1,No visible retrofit,Commercial,11-100,Field Visit,47.5991337,-122.29926359999999
731,733,733,Critical Risk,Madrona/Leschi,2712 S Jackson St,1926,1,No visible retrofit,Schools,101+,Google Street View,36.778261,-119.4179324
732,734,734,Medium Risk,Madrona/Leschi,2713 S Jackson St,1907,2,Permitted Retrofit,Commercial,11-100,Google Street View,33.836200399999996,-118.2182669
733,735,735,High Risk,Madrona/Leschi,2801 S Jackson St,1932,2,No visible retrofit,Public Assembly,101+,Google Street View,37.791415,-122.44143700000001
734,736,736,High Risk,Madrona/Leschi,3201 E Republican St,1913,1,Permitted Retrofit,Public Assembly,101+,Sandborn Insurance Maps,47.623006,-122.29075259999999
735,737,737,Medium Risk,Madrona/Leschi,917 34th Ave,0,1,No visible retrofit,Government,10-Jan,Google Street View,35.3903016,-119.01243490000002
736,738,738,Medium Risk,Madrona/Leschi,3309 E Union St,1929,1,No visible retrofit,Commercial,10-Jan,Google Street View,47.6127434,-122.2898123
737,739,739,Medium Risk,Madrona/Leschi,1134 33rd Ave,1919,1,Substantial Alteration,Government,11-100,Google Street View,37.764644,-122.49199850000001
738,740,740,Critical Risk,Madrona/Leschi,924 35th Ave,1900,1,Permitted Retrofit,Schools,101+,Google Street View,36.778261,-119.4179324
739,741,741,Critical Risk,Magnolia,2418 28th Ave W,1927,2,Substantial Alteration,Schools,101+,Google Street View,47.640582,-122.3922591
740,742,742,Medium Risk,Miller Park,1000 Turner Way E,1910,1,No visible retrofit,Office,11-100,Google Street View,38.144107,-121.255831
741,743,743,Medium Risk,Miller Park,128 16th Ave E,1906,2,No visible retrofit,Office,11-100,Sandborn Insurance Maps,34.1289371,-117.2843134
